State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle,Households_with_Landline_only,Households_with_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_River_Canal_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Power_Parity_Less_than_Rs_45000,sex_ratio
Maharashtra,Amravati,21.16520992,77.67583503,503,MAHARASHTRA,2888445,1480768,1407677,2251875,1207104,1044771,506374,259398,246976,404128,205834,198294,1236322,837577,398745,1652123,667943,20998,348588,2055177,421410,7223,2242,383891,11360,3288,3854,175917,512492,9438,36185,508921,272894,781815,326195,468853,525116,346876,203273,1540590,783549,553265,211384,15285,54714,124261,28565,235775,18992,302188,295756,31416,553087,342031,569476,42996,78586,517,200903,354238,612,496146,11118,404,95
Maharashtra,Bhandara,21.21179265,80.109502,506,MAHARASHTRA,1200334,605520,594814,899860,488709,411151,200372,100421,99951,88886,44515,44371,597305,345054,252251,603029,312183,17169,144854,1009352,26502,2145,831,154458,1017,3555,2474,55948,227025,2932,13165,283843,72575,356418,115150,187870,204435,153749,67061,626978,333120,232754,182892,5184,20500,54974,10685,110171,5536,117299,131424,10568,207488,168707,243836,26370,98701,333,109232,110541,153,104699,17788,175,98
Maharashtra,Bid,18.95235334,75.69319706,523,MAHARASHTRA,2585049,1349106,1235943,1718507,987185,731322,351254,179777,171477,32722,16806,15916,1255548,727819,527729,1329501,373566,21093,254609,2174672,320395,2097,824,68482,8719,399,9461,82098,402052,5614,29198,563114,135457,698571,309704,436446,316758,206530,129996,1473882,614615,494436,119991,12836,54715,91909,17352,306141,8484,205352,346380,22887,374363,136943,492304,39323,188216,3311,212361,209824,2818,230929,65540,396,92
Maharashtra,Buldana,20.56680611,76.3901788,500,MAHARASHTRA,2586258,1337560,1248698,1879874,1048892,830982,470895,241445,229450,124837,64153,60684,1219641,734024,485617,1366617,603227,13770,217197,1845424,354236,3531,1668,364229,12242,522,4406,103898,423036,4767,24877,575405,152787,728192,315408,457067,406379,228266,113783,1467457,641840,473071,121784,10034,43579,84546,16240,257109,8993,225282,293299,19950,451231,195038,496630,31267,110480,1216,178190,247668,1431,299430,21939,406,93
Maharashtra,Chandrapur,20.09560909,79.3155638,509,MAHARASHTRA,2204307,1123834,1080473,1578615,872565,706050,348365,176898,171467,389441,196753,192688,1058172,648565,409607,1146135,473983,21346,341865,1780085,92297,10701,5251,286734,3861,23188,2190,172661,418666,8239,31419,451324,233331,684655,243773,316192,351610,241179,126488,1163802,629890,403719,248585,12746,39608,113039,17042,212167,16949,229635,250418,21209,409521,229471,440367,67694,198829,1009,194051,217282,361,215128,53175,304,96
Maharashtra,Dhule,21.27401869,74.58719072,498,MAHARASHTRA,2050862,1054031,996831,1293916,723388,570528,127571,65068,62503,647315,327034,320281,936370,570448,365922,1114492,429536,20646,247049,1825460,187901,3653,1422,13405,12818,912,5291,126138,315332,6065,27139,382777,146013,528790,200494,323641,290656,182739,114931,1167569,513908,350747,107616,10912,51566,74859,17041,175173,12022,174524,210557,18343,324594,127610,344482,54960,29738,753,126552,246027,1171,343030,6159,292,95
Maharashtra,Gondiya,21.22500841,80.17522699,507,MAHARASHTRA,1322507,661554,660953,1004243,542837,461406,175961,87434,88527,214253,105944,108309,665419,383151,282268,657088,281414,32525,164971,1153861,26157,1827,2160,125282,1568,5080,6572,38044,239981,2866,13595,319702,66813,386515,138457,237888,225595,159570,57923,704214,371908,244111,200918,5074,31287,49085,9117,105702,5357,104997,123673,8854,174150,151792,266154,17945,129626,79,133210,94573,151,50702,17597,201,100
Maharashtra,Hingoli,19.59525302,77.09239413,512,MAHARASHTRA,1177345,606294,571051,790743,450551,340192,182565,93379,89186,111954,57674,54280,569182,330903,238279,608163,226483,8268,92818,863199,127552,992,643,176679,5278,103,2899,27700,159114,1221,9676,242456,41913,284369,175736,266649,136075,74544,38698,692117,281905,201828,48246,3833,29798,29815,5768,124247,2130,73640,134812,4797,180484,73460,209663,13034,93262,645,86000,83549,734,81482,33349,180,94
Maharashtra,Jalgaon,20.88289434,75.55140422,499,MAHARASHTRA,4229917,2197365,2032552,2891882,1629223,1262659,389273,199427,189846,604367,310150,294217,1863571,1186472,677099,2366346,937174,38930,503108,3457615,560261,7091,3091,143865,27404,9662,20928,350029,720791,14297,56775,796223,373565,1169788,482462,735730,627198,375643,229987,2352671,1080237,763529,229955,19560,92379,170551,50297,350725,26385,431221,459652,58630,764674,316969,724904,125375,42052,1439,239159,573516,2193,790910,14410,614,92
Maharashtra,Jalna,19.98461253,75.98473607,514,MAHARASHTRA,1959046,1011473,947573,1195523,699428,496095,272266,138957,133309,42263,21988,20275,930886,545030,385856,1028160,300937,16705,194292,1504641,274221,12542,1629,152540,9619,336,3518,60219,288895,3791,17236,404746,98084,502830,271061,422207,225331,120715,64060,1150104,454836,341479,84022,8400,43810,75655,28619,194534,6111,158182,255420,32267,301447,141841,348751,29927,108318,1471,138493,149695,1633,160526,35098,265,94
Maharashtra,Kolhapur,16.44881302,74.12897151,530,MAHARASHTRA,3876001,1980658,1895343,2825845,1559760,1266085,504461,253390,251071,30206,15478,14728,1704054,1125204,578850,2171947,266028,59932,717222,3379906,286558,15573,1570,29766,154882,1274,6472,340318,770005,22269,71879,796496,382818,1179314,321457,622362,698604,395234,335413,1972486,1084858,801590,383946,49081,257521,283565,62018,444091,45061,507573,595768,89659,771669,612194,699588,106291,64763,2727,160556,611991,2714,701593,44231,530,96
Maharashtra,Latur,18.34868727,76.75812608,524,MAHARASHTRA,2454196,1273140,1181056,1650672,932432,718240,480913,247918,232995,57488,29872,27616,1046857,670018,376839,1407339,416578,17663,280836,2006984,367664,2387,935,66535,6387,310,2994,96018,381722,6217,29758,428616,157016,585632,268627,423711,380344,224998,153256,1406364,584243,453229,108626,13150,33408,81052,21703,257877,10060,190739,302745,23165,380772,178478,421140,44074,132136,647,157775,231657,3949,276749,78205,373,93
Maharashtra,Nagpur,21.19655686,79.02166176,505,MAHARASHTRA,4653570,2384975,2268595,3673808,1959220,1714588,867713,439205,428508,437571,223566,214005,1868560,1334211,534349,2785010,423587,52419,1185948,3492202,390974,34667,20469,668050,24528,12181,10499,599780,917626,57964,135750,430844,877522,1308366,325084,666693,790443,542228,493236,2460820,1361821,818467,577214,71592,268402,426007,110280,518071,106415,728714,719955,91604,914291,753520,770480,187414,108836,284,206020,710516,2969,760675,27620,491,95
Maharashtra,Nanded,19.20931698,77.6829049,511,MAHARASHTRA,3361292,1730075,1631217,2189425,1255222,934203,640483,328797,311686,281695,143892,137803,1493953,925232,568721,1867339,632395,29158,384577,2501741,471951,3902,13540,354189,5049,1273,9647,116284,488748,7548,43055,591119,230563,821682,416869,691348,416761,255650,156225,2008314,809135,535827,109371,12341,88374,83106,18983,344527,12589,216364,384823,21313,505657,217163,579750,61234,223195,1558,238501,249852,3809,308749,116462,525,94
Maharashtra,Nandurbar,21.52317563,74.32638757,497,MAHARASHTRA,1648295,833170,815125,906509,512099,394410,47985,24273,23712,1141933,568026,573907,792065,442898,349167,856230,438176,14599,127618,1521618,96182,8467,685,4969,6191,2907,7276,54335,186202,2579,17047,333440,71572,405012,166664,218718,160961,113019,58461,1011352,390419,241534,40529,6135,23172,39350,6958,85451,4587,83144,101758,9349,209973,91574,292483,21845,95048,6832,150740,117970,290,181543,12702,264,98
Maharashtra,Nashik,20.26691287,74.03824168,516,MAHARASHTRA,6107187,3157186,2950001,4345366,2397538,1947828,554687,282213,272474,1564369,792547,771822,2763328,1746286,1017042,3343859,730228,56132,1009583,5237009,693052,23946,8912,94783,38212,1795,9478,536781,904710,45039,138887,904661,764271,1668932,544346,1038955,830070,485052,373100,3580633,1567252,948469,400486,79590,185442,396040,56688,668207,89201,630639,798663,73768,1000293,551864,934281,196514,105024,5860,339616,689923,4622,745698,38456,805,93
Maharashtra,Osmanabad,18.19459456,75.99495575,525,MAHARASHTRA,1657576,861535,796041,1137810,644304,493506,265184,136354,128830,36039,18569,17470,773916,473795,300121,883660,299525,19831,157199,1437623,178925,942,340,28216,4530,195,6805,49180,240042,3209,18183,367158,77832,444990,183972,300965,260772,139479,96847,917343,393539,343021,93061,7974,37076,51577,13991,171426,4182,117741,200323,14906,271812,96586,316237,22964,105563,929,133374,148545,6954,197371,52455,262,92
Maharashtra,Parbhani,19.31032425,76.70163339,513,MAHARASHTRA,1836086,942870,893216,1157814,666291,491523,247308,125883,121425,40514,20570,19944,822797,501422,321375,1013289,317806,13210,196751,1328385,306364,2081,1371,187899,6238,262,3486,59272,272486,3982,21196,293480,133759,427239,229217,396713,229103,116041,81333,1078349,436486,313455,82350,6973,49166,50197,11554,199804,6057,135933,224888,13530,270114,103819,325984,25840,152059,2418,122327,157423,1570,148444,38790,254,95
Maharashtra,Pune,18.51696171,74.12922882,521,MAHARASHTRA,9429408,4924105,4505303,7171723,3940210,3231513,1180703,602755,577948,348876,179132,169744,4048993,2809816,1239177,5380415,414461,105711,2642291,8090254,673704,134192,27090,340404,127786,9873,26105,1410448,1925019,235018,490260,1165718,2056739,3222457,559840,1234549,1414563,867256,1086650,5184734,2624165,1586132,735590,273326,675621,1013058,130854,1451086,382527,1555272,1792197,210257,1915302,1531966,1382496,612584,179132,6905,367187,1575922,7919,1674141,102403,905,91
Maharashtra,Ratnagiri,17.21019507,73.25725894,528,MAHARASHTRA,1615069,761121,853948,1199392,619012,580380,66948,31967,34981,20374,10402,9972,714076,407008,307068,900993,153117,17230,246816,1307211,187197,1990,230,113467,3347,95,1532,100860,367352,7752,31062,538538,100824,639362,163025,378554,247257,111600,65700,777431,438905,396967,49177,15191,40484,61559,74069,137452,13304,163470,258015,46494,348019,273162,346267,37274,20957,4400,144837,184194,2223,237852,16054,233,112
Maharashtra,Sangli,17.15493018,74.70713823,531,MAHARASHTRA,2822143,1435728,1386415,2049467,1121550,927917,353093,177108,175985,18333,9406,8927,1215104,800214,414890,1607039,290693,40824,403033,2440312,239607,9098,1260,38210,87453,769,5434,227034,485126,13212,49056,626872,226801,853673,208511,507318,453404,244804,214003,1450907,752303,603739,335852,29515,167105,190760,43027,319625,26191,310230,415009,52357,517310,380072,498771,67342,98215,2577,140103,379231,2240,393990,58025,409,97
Maharashtra,Satara,17.6737909,74.18052064,527,MAHARASHTRA,3003741,1510842,1492899,2225694,1201034,1024660,323236,161703,161533,29635,15210,14425,1354947,844805,510142,1648794,297241,39772,432058,2691952,146970,4408,1182,141315,12810,676,4428,271186,562653,14093,57423,774522,200949,975471,288427,495822,556706,299993,243457,1517324,800492,671702,246949,36046,132762,195582,34682,378300,31351,374085,463058,50076,575804,455235,550485,67211,89747,1780,166005,419171,1207,470030,43779,437,99
Maharashtra,Sindhudurg,16.17094805,73.51329008,529,MAHARASHTRA,849651,417332,432319,666067,348289,317778,55586,26830,28756,6976,3575,3401,347178,229676,117502,502473,81816,9679,130871,780384,26264,15471,219,24762,1046,53,1452,42540,194228,3517,15721,295847,44989,340836,86480,165284,175070,89023,48418,382024,242296,222963,39669,9264,16413,37159,18320,93385,6101,98475,131855,20150,181343,155696,181960,17110,7546,677,61473,111982,1206,62947,5910,107,104
Maharashtra,Solapur,17.83735794,75.42394824,526,MAHARASHTRA,4317756,2227852,2089904,2910676,1651266,1259410,649745,331960,317785,77592,39785,37807,1898395,1206933,691462,2419361,558334,71106,631705,3795424,441254,9882,1279,35497,28134,568,5718,248255,595560,15145,59296,779929,376302,1156231,390337,788150,643327,328020,236302,2402794,1089900,809935,419488,28219,163776,229240,35124,501095,27734,376000,576726,40507,698690,355107,723697,97376,193008,7892,305670,427955,5263,489698,69961,627,94
Maharashtra,Thane,19.69876775,72.79882743,517,MAHARASHTRA,11060148,5865078,5195070,8227161,4591396,3635765,730089,377885,352204,1542451,769192,773259,4492767,3363123,1129644,6567381,418004,124461,3600371,8716055,1355630,280700,39149,449617,172052,9862,37083,1610460,2231800,256170,551643,713994,2904157,3618151,712171,1530916,1751284,1080597,961719,6184519,3241888,1579921,403936,172210,566768,499186,196291,1484589,255987,1741244,2011713,330833,2207808,1627847,1758319,632143,215983,8846,489893,1748215,9424,1964564,90875,1175,89
Maharashtra,Wardha,20.80743024,78.57259106,504,MAHARASHTRA,1300774,668385,632389,1019458,552617,466841,188830,96569,92261,149507,76698,72809,608235,392316,215919,692539,282170,13785,179291,1057096,53854,2696,2147,175417,5663,2254,1647,114029,266155,4313,16260,268486,120218,388704,140470,186781,225208,158055,93772,659540,370227,270107,129060,6970,38959,70849,14587,135009,8251,170620,166398,16802,260962,171680,263170,28598,54733,244,94090,172982,219,192075,15618,184,95
Maharashtra,Washim,20.28228239,77.25502394,502,MAHARASHTRA,1197160,620302,576858,869917,487703,382214,229462,117867,111595,80471,41403,39068,569792,340353,229439,627368,310195,7122,86877,859949,142672,1707,518,179330,8476,381,4127,36840,196022,1875,10757,274925,55921,330846,166509,238985,162762,116032,47865,682919,302425,210185,66675,3623,21548,37729,7506,111191,2868,97022,125662,6965,210412,87120,240347,10854,51591,255,82181,92664,430,106117,15457,190,93
Maharashtra,Yavatmal,20.04258347,78.05326372,510,MAHARASHTRA,2772348,1419965,1352383,2022574,1115980,906594,328518,167009,161509,514057,260896,253161,1355999,815475,540524,1416349,739718,17899,264878,2251401,239236,4567,1596,249874,11422,3745,10507,134500,446516,6094,29917,629243,168889,798132,391944,562739,389924,245819,123074,1549263,733258,483813,168661,12132,59201,99346,16735,242458,11514,245261,279184,19991,508756,198454,575266,39344,161450,2278,236872,228633,2001,281437,35746,436,95
Manipur,Bishnupur,24.50712112,93.8246236,275,MANIPUR,237399,118782,118617,156333,87313,69020,22113,11085,11028,3287,1625,1662,109937,62807,47130,127462,15109,11567,48903,175102,18691,4264,56,76,16,38457,737,11393,34364,676,3447,34977,21172,56149,15941,36011,31775,20077,20074,135220,62907,38815,25026,2009,26950,5782,1739,25635,848,23140,28217,843,16508,41441,43516,784,711,2332,22505,3454,21014,19612,29,77,100
Manipur,Chandel,24.2635813,94.09443844,280,MANIPUR,144182,74579,69603,90302,51053,39249,540,321,219,128280,63622,64658,76238,42615,33623,67944,8315,3040,21628,10810,3086,129049,136,400,59,354,288,1424,18764,184,1782,30377,3783,34160,17382,28163,18971,12213,8105,86255,39324,18329,7705,908,12475,3263,670,11205,336,8319,12428,553,11611,23065,27448,1411,2456,8700,11907,2681,2816,5580,185,24,93
Manipur,Churachandpur,24.30309719,93.38671506,274,MANIPUR,274143,138820,135323,195935,104013,91922,443,244,199,254787,126328,128459,122655,70594,52061,151488,8282,5067,44472,12034,2886,254979,152,495,87,2333,1177,13371,29894,837,4496,52972,4853,57825,32860,67907,38567,23284,14523,168608,67802,37096,12613,1807,16193,6387,816,22068,1484,17498,24266,1382,28742,41638,42769,6655,2664,7192,26551,8001,3305,16414,490,42,97
Manipur,Senapati,25.08465586,94.03366234,272,MANIPUR,479148,247323,231825,264477,148012,116465,1000,536,464,419210,214519,204691,233622,124143,109479,245526,30369,4978,42307,43833,1649,426819,140,2409,53,1243,3002,2430,22798,256,2170,38008,1826,39834,46757,81735,62033,40438,24940,314439,111516,52008,6761,827,15752,1603,601,12483,264,9623,13568,484,16321,29985,33051,1017,1528,3547,19706,5714,2294,18477,221,62,94
Manipur,Tamenglong,24.98312942,93.4945074,273,MANIPUR,140651,72371,68280,85006,47403,37603,22,17,5,134626,68226,66400,70675,37237,33438,69976,1924,1710,18192,2995,589,134760,59,425,57,1144,622,1229,11541,125,1362,23982,4119,28101,11155,28461,17867,11645,7102,90273,33290,16924,826,495,7564,723,174,5388,152,5233,6037,475,10189,17284,23804,352,61,2385,10951,3786,3953,9250,45,51,94
Manipur,Thoubal,24.54539255,93.97959894,276,MANIPUR,422168,210845,211323,269304,152617,116687,40593,20137,20456,1808,929,879,195319,109377,85942,226849,33106,21017,63865,267146,107323,4322,106,114,24,42347,786,15994,49507,880,5110,65961,38302,104263,32396,69738,55803,37899,28550,251975,107196,62060,57139,3141,51320,11574,2683,44149,1189,34893,48254,1422,29742,78949,83390,873,9829,24067,45333,3978,34181,13391,315,97,100
Manipur,Ukhrul,25.05900315,94.44129567,279,MANIPUR,183998,94718,89280,129829,70148,59681,248,160,88,173606,87970,85636,87929,46533,41396,96069,3852,2233,25029,7553,1115,174112,108,635,70,32,373,1659,14026,276,2437,36084,5806,41890,20670,29382,31734,22729,15636,113715,43646,25165,1275,1107,13981,944,413,11239,260,7360,12142,490,28568,29549,32455,2313,550,557,20286,3749,10669,18080,112,79,94
Meghalaya,East Garo Hills,25.82728228,90.64684925,294,MEGHALAYA,317917,161223,156694,192147,102513,89634,509,304,205,305180,153861,151319,126073,72262,53811,191844,19246,2475,26962,17272,3359,289708,56,1004,38,5617,863,1839,24550,288,2368,62698,11518,74216,51578,70679,31328,9473,2484,216742,70424,29926,22238,1167,14539,4732,1037,13572,547,15115,15314,705,7915,46851,54960,2057,491,876,28215,15707,262,10343,329,58,97
Meghalaya,East Khasi Hills,25.30376389,91.7592252,298,MEGHALAYA,825922,410749,415173,578030,287270,290760,5642,2924,2718,661158,320048,341110,326786,204303,122483,499136,40889,2966,206164,144935,14185,543394,2495,3111,303,115597,1902,41496,135941,5032,19306,106248,108843,215091,118135,163729,94579,58836,61639,545961,192428,86576,5188,15048,46211,7975,2304,85408,9037,79933,93619,5907,109102,111335,93999,59647,4075,2733,65687,56403,5706,112619,2251,113,101
Meghalaya,Jaintia Hills,25.33959557,92.3760816,299,MEGHALAYA,395124,196285,198839,187527,87371,100156,1317,784,533,376099,185866,190233,154180,88839,65341,240944,35766,2004,65566,12456,1646,271596,34,284,45,107559,1504,7150,41677,510,4333,76546,7171,83717,67749,61526,26748,13544,8039,291097,72934,30362,1826,4790,10181,978,652,29307,888,17352,30613,654,45836,30960,57268,6500,2433,1416,29889,8371,3926,16522,2259,63,101
Meghalaya,South Garo Hills,25.24056858,90.64560349,295,MEGHALAYA,142334,73170,69164,82062,45003,37059,319,188,131,134237,68140,66097,53069,32826,20243,89265,5565,1249,18110,7036,1050,132984,27,332,10,362,533,482,10940,179,1625,35930,3713,39643,25906,28921,13858,3998,826,97082,30605,14495,2581,695,7211,1700,363,5402,199,6721,6235,470,2347,15916,22964,873,94,2404,11075,2719,582,6492,73,26,95
Meghalaya,West Garo Hills,25.49528519,90.03709947,293,MEGHALAYA,643291,324159,319132,358702,193438,165264,8810,4535,4275,474009,236772,237237,255693,151914,103779,387598,39725,7643,87585,122936,106788,389956,209,3392,144,16950,2916,10006,51301,1630,8872,139351,18594,157945,85733,129178,70941,29404,10856,427629,143604,70599,32839,3589,28675,10923,2760,39386,2270,35051,45766,3620,21585,73800,113504,6163,19736,3088,45043,34389,11041,20818,7388,127,98
Meghalaya,West Khasi Hills,25.50088993,91.25364542,296,MEGHALAYA,383461,193715,189746,230678,117307,113371,168,93,75,375097,189134,185963,163345,89694,73651,220116,37184,2475,38730,6498,1533,366881,58,1313,38,5878,1262,476,32873,149,2462,74832,12299,87131,80318,78208,28417,12295,6450,278569,69988,33431,3325,1683,13553,922,350,18167,210,12548,19192,675,15981,29492,59459,3555,1474,1847,31934,5615,6310,22687,1175,76,98
Mizoram,Aizawl,23.90781335,92.85359459,283,MIZORAM,400309,199270,201039,340595,169547,171048,627,388,239,373542,182517,191025,174636,104643,69993,225673,11434,3360,120576,13249,5264,379134,105,1570,76,505,406,64710,79804,4019,21093,20570,80341,100911,29332,68214,78752,37701,31310,235892,108094,56092,4713,9581,37753,16909,1771,63205,11817,59257,73438,8462,73761,80980,40704,38953,977,1062,29769,40948,1171,55588,351,46,101
Mizoram,Champhai,23.54166581,93.24221799,284,MIZORAM,125745,63388,62357,100802,51440,49362,17,16,1,123466,61954,61512,60342,34129,26213,65403,5823,980,15203,1075,699,123446,9,151,45,194,126,9115,23948,186,2263,18395,12717,31112,14491,31359,16259,4956,4087,78778,29690,17189,911,1237,4342,3135,310,17391,911,13445,19039,1338,21158,24612,19196,6021,1197,343,15724,3082,220,17370,648,22,98
Mizoram,Kolasib,24.20200043,92.73470391,282,MIZORAM,83955,42918,41037,65895,34147,31748,84,59,25,73609,36917,36692,36672,22733,13939,47283,5921,585,12174,4000,4426,75210,16,108,2,46,147,8787,14853,367,1986,9669,12507,22176,11367,18046,9849,3473,2530,52147,20576,11167,1119,867,3227,2488,238,11315,908,8392,12841,1288,11294,16632,11439,5233,450,1581,9312,4736,755,11477,421,9,96
Mizoram,Lawngtlai,22.36102843,92.66964157,287,MIZORAM,117894,60599,57295,62861,36444,26417,146,105,41,112354,57044,55310,45566,28517,17049,72328,3153,613,12611,1668,522,63892,52,51549,122,2,87,5213,9283,162,1329,21993,5273,27266,19890,21114,10538,3763,2515,80723,25303,11831,487,631,5083,658,427,6598,392,6657,7895,870,8506,15309,19088,3249,223,7462,10924,1720,559,7684,131,30,95
Mizoram,Lunglei,23.00771704,92.63512555,286,MIZORAM,161428,82891,78537,121122,64515,56607,178,125,53,153533,77180,76353,78292,46230,32062,83136,10662,813,21378,5231,1290,127124,74,27543,93,5,68,14037,26394,482,3725,21479,17315,38794,22181,33313,19918,8503,5509,100250,39690,21424,1020,1982,12944,3706,435,19185,1814,15871,21471,1851,22896,28570,24286,7832,409,3404,15370,9906,490,17757,249,26,95
Mizoram,Mamit,23.73852943,92.43308038,281,MIZORAM,86364,44828,41536,60191,32977,27214,51,42,9,82080,42075,40005,39339,24016,15323,47025,2553,262,7855,2989,1782,69104,13,12328,25,19,104,4010,12158,90,1073,16726,4129,20855,9328,19711,10756,3180,1771,55914,20082,10318,550,565,5255,1619,120,9444,388,6263,10031,467,8945,14784,13786,2921,132,2369,10464,2372,388,4404,22,14,93
Mizoram,Saiha,22.35744801,93.02827931,288,MIZORAM,56574,28594,27980,42233,21861,20372,83,52,31,54642,27226,27416,19461,12211,7250,37113,957,313,9283,933,514,54977,11,102,4,2,31,4783,7400,168,1194,7043,5784,12827,8422,14151,7269,3628,2204,37127,12784,6636,143,507,2359,337,288,4977,322,4797,5856,591,7587,9981,7767,2970,217,633,4699,2381,230,7068,135,18,98
Mizoram,Serchhip,23.26386471,92.9141585,285,MIZORAM,64937,32851,32086,54476,27598,26878,32,20,12,62889,31381,31508,32397,18261,14136,32540,1284,926,8383,991,335,63444,6,60,9,35,57,5511,12315,131,987,7472,8018,15490,8771,14985,9062,2915,2128,39568,15894,9404,482,702,3150,1723,105,9139,492,7043,10185,941,11822,12317,9272,3113,173,186,6894,3737,214,8459,4,10,98
Nagaland,Dimapur,25.81417681,93.75074058,265,NAGALAND,378811,197394,181417,278037,150142,127895,0,0,0,223989,110892,113097,151350,99645,51705,227461,8990,5073,112770,108900,31212,234239,566,1270,2148,157,319,42378,71413,3303,12077,49116,62853,111969,34539,61815,44343,26712,27532,243392,98601,36618,18820,10008,15788,10821,2112,53082,6070,50453,60055,4861,69407,72398,36263,33254,24735,1033,17929,51177,1034,10539,16544,52,92
Nagaland,Kohima,25.60311429,93.78600658,270,NAGALAND,267988,138966,129022,197489,107038,90451,0,0,0,224738,110617,114121,114825,68140,46685,153163,2198,2072,65871,25496,4384,234955,998,1519,80,335,221,20712,50724,1928,7982,31845,44255,76100,21654,46756,30518,19855,23439,173701,68485,25557,1472,8428,20803,2011,487,36160,4116,29077,38531,1884,43001,37427,30993,19010,737,642,22483,13645,6403,25045,602,59,93
Nagaland,Mokokchung,26.47891176,94.52242601,262,NAGALAND,194622,101092,93530,159494,83479,76015,0,0,0,178431,90567,87864,100067,57084,42983,94555,9166,3798,38178,9840,2057,181847,78,442,66,6,286,7236,40154,537,2728,37536,17742,55278,20259,43483,27425,13077,10299,111243,52853,30363,2132,3805,11753,5184,628,20356,1101,20192,22667,1683,41293,41057,31404,8870,180,1162,21415,10166,7601,24062,164,53,93
Nagaland,Mon,26.69207374,95.03072989,261,NAGALAND,250260,131753,118507,119626,67432,52194,0,0,0,238285,124343,113942,147654,79425,68229,102606,10836,1608,21737,8102,3444,236494,84,1256,314,1,565,1080,14398,178,2844,43607,7415,51022,37431,46055,7628,3565,1772,168773,53600,27437,2148,1007,6509,1571,235,12301,233,5647,13012,476,28073,27663,36498,3623,111,1610,18725,8005,2075,20867,58,79,90
Nagaland,Phek,25.63272987,94.56814564,266,NAGALAND,163418,83743,79675,105893,57926,47967,0,0,0,157146,79536,77610,80277,41556,38721,83141,3159,1275,20752,3563,950,158224,31,350,17,198,85,2073,36182,170,1558,38903,7295,46198,22494,32722,12785,7268,5926,108514,37842,16969,549,1780,9557,838,362,15543,406,9553,17005,1100,29897,29489,30943,4878,163,119,23707,6764,1894,31634,156,35,95
Nagaland,Tuensang,26.21104453,94.85809881,267,NAGALAND,196596,101933,94663,117511,63653,53858,0,0,0,190916,98212,92704,98154,52931,45223,98442,3913,1104,17925,2979,1052,191864,27,572,5,1,96,773,24998,155,2251,40690,9451,50141,29602,40900,15013,6008,2760,134573,43210,18762,355,1063,6436,738,300,13037,208,7687,13878,541,30295,22080,33861,4402,10,296,17195,9252,2027,28436,5,35,93
Nagaland,Wokha,26.20261155,94.19908152,264,NAGALAND,166343,84505,81838,128208,67385,60823,0,0,0,156621,78816,77805,78412,42096,36316,87931,6438,1965,22536,5605,2043,158236,34,318,8,20,79,3228,25268,198,1757,38499,8170,46669,15865,37024,18746,10223,8030,106951,40510,18811,2907,1592,13543,1713,400,13898,429,10923,14850,552,29411,22108,28312,3203,475,1542,12659,4293,6237,8234,225,42,97
Nagaland,Zunheboto,26.02817821,94.50026667,263,NAGALAND,140757,71217,69540,102881,53504,49377,0,0,0,136561,68071,68490,79466,41178,38288,61291,11955,2025,20763,2580,772,136995,39,286,6,2,77,1433,28846,261,2008,31267,6044,37311,16523,30889,17282,8821,5560,91709,32267,16730,713,2258,7899,1033,357,14194,424,9954,15491,940,26285,22868,25713,3712,108,110,15352,5742,4694,18102,107,36,98
Orissa,Baleshwar,21.48570932,87.08085828,377,ORISSA,2320529,1185787,1134742,1621232,902359,718873,478586,243597,234989,275678,137748,137930,932707,684020,248687,1387822,358214,28736,256939,2197709,94254,6434,237,111,201,18345,3238,36478,296834,7370,28289,601154,82440,683594,342192,470502,267354,112392,105962,1303828,622575,390611,365510,8591,41966,75401,15504,227957,7571,161266,256167,12706,99843,145565,502635,15734,420751,3098,162647,208631,7253,71889,78155,728,96
